Store Name,Network,Account Group,Unit 1,Building,Shop Number,Shipping Street,Shipping City,Region,Shipping Code
HILLCREST 4U ALM,4U,ALM,cv5312,Hillcrest Corner,Shop F22,Cnr of Old Main Road & Hospital Road,Hillcrest,KZN,3610
HILLCREST TELKOM BRV,TELKOM,BRV,cv407,Hillcrest Corner,Shop GF 05,51-53 Old Main Road,Hillcrest,KZN,3610
HILLCREST TELKOM TOW,TELKOM,TOW,cv491,Christians Village Centre,Shop 10,44-46 Old Main Road,Hillcrest,KZN,
HO BEDFORD CENTRE VODACOM SCR,VODACOM,SCR,N/A,Bedford Centre Tower,"Office 106, 1st floor",cnr Smith & Kirby Street,Bedford,GAU,
SME HO CENTURION UPSTAIRS MTN CNW,MTN,CNW,cv5670,Highveld Techno Park,12 Highgrove office Park,50 Oak & Tegal Avenue,Centurion,GAU,0157
HOUSE BLOEMFONTEIN MTN MOW,MTN,MOW,cv5220,Bloemfontein House,,Cnr Nelson Mandela Dr & 2nd Av,"Westdene, Bloemfontein",FS,
FERNDALE ON REPUBLIC TELKOM BTR,TELKOM,BTR,cv358,Ferndale on Republic,Shop L30,Republic Road,"Ferndale, Randburg",GAU,
HYDE PARK VODA SCR,VODA,SCR,cv145,Hyde Park Corner,Shop 13 level 4,Jan Smuts Avenue & William Nicol Drive,Sandton,GAU,2196
HYDEPARK MTN CSM,MTN,CSM,cv135,Hydepark Corner,Shop 33,Corner Jan Smuts & William Nicol,Hyde Park,GAU,
ILANGA TELKOM BTR,TELKOM,BTR,cv414,Ilanga Mall,Shop LG6,Bitterbessie Street,Nelspruit,MP,1200
ILANGA MALL NELSPRUIT MTN CSM,MTN,CSM,cv216,Ilanga Mall,L612,Bitterbessie & Flamboyant Street,Nelspruit,MP,
ILANGA NELSPRUIT iSTORE CORE,ISTORE,CORE,cv5301,Ilanga Mall,Shop UG 12 A,Corner Bitterbessie & Flamboyant Street,Nelspruit,MP,
IRENE VILLAGE MALL MTN CNW,MTN,CNW,cv5238,Irene Village Mall,Shop 23,Cnr Nellmapius & Pierre van Ryneveld,"Irene, Pretoria",GAU,0133
IRENE VILLAGE MALL TELKOM BTR,TELKOM,BTR,cv405,Irene Village Mall,Shop 121 A,Nellmapius Drive,"Irene,Centurion",GAU,0133
ISIPINGO JET EDCON,JET,EDCON,cv5207,Khayalam Centre,Shop 2,Thomas Lane,Isipingo,KZN,
IXOPO JET TFG,JET,THE FOSCHINI GROUP (TFG),CV5743,,Portion 1 ERF,60 Margret Street,Ixopo,KZN,3276
JABULANI TELKOM TSS,TELKOM,TSS,cv5711,Jabulani Mall,Shop 47,Cnr Koma & Bolani Road,Soweto,GAU,
JABULANI MALL MTN CSM,MTN,CSM,cv5764,Jabulani Mall,Shop 44,Polani Road,Soweto,GAU,
JACARANDA MTN CNW,MTN,CNW,cv563,Jacaranda Shopping Centre,Shop 103,Corner of 18th Avenue & Nico Smith Street,"Rietfontein,Pretoria",GAU,
JACQUELINE MALL MTN CLX,MTN,CLX,Cv109,Jacqueline Mall,Shop 16,Corner Jacqueline Avenue &Venter street,"Randhart , Alberton",GAU,1449
JUBILEE MALL KIOSK BTR,KIOSK,BTR,cv5286,Jubilee Mall,Entrance 5,Corner Herri Gwala & Jubilee Road,Hammanskraal,GAU,
K90 CENTRE BOKSBURG MTN CNW,MTN,CNW,cv5132,K90 Centre,Shop 16A,Northrand Road,Boksburg,GAU,
KAALFONTEIN JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5751,Kaalfontein Corner Shopping Centre,Shop 5A,Cnr Main Road & Angelfish Drive,"Kaalfontein,Midrand",GAU,1632
KANYAMAZANE JET EDCON,JET,EDCON,N/A,Kanyamazane Complex,Shop 13,Chris Hani Street,Nelspruit,MP,
KATLEHONG JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5109,Motse wa Lejane Shopping Centre,Shop 14,Nota Street,Katlehong,GAU,1432
KENAKO MALL JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5228,Kenako Mall,Shop 5,Spondo Street,Port Elizabeth,EC,
KENAKO MALL MTN AFRIKAN ADAGE,MTN,AFRIKAN ADAGE,cv649,Kenako Mall,Shop 40A,Cnr Spondo & Uitenhage Road,PE,EC,
KENILWORTH Telkom TOW,TELKOM,TOW,cv467,Kenilworth center,Shop 35,Corner Doncaster Road and Chichester,Kenilworth,WC,
KENILWORTH MTN CNW,MTN,CNW,cv426,Kenilworth Center,Shop 12,Doncastor Road,Kenilworth,WC,
KEYWEST MTN GENEXYZ,MTN,GENEXYZ,cv278,Keywest Mall,Shop 32 Entrance 2,Paardekraal Road,Krugersdorp,GAU,
KEYWEST TELKOM TOW,TELKOM,TOW,cv587,Keywest Shopping Centre,Shop 14,1 Paardekraal Road,Mogale City,GAU,1739
KHAYELITSHA JET TFG,JET.,THE FOSCHINI GROUP (TFG),cv5155,Khayelitsha Mall,Shop 9,Walter Sisulu Drive,Khayelitsha,WC,7784
KILLARNEY MALL MTN CSM,MTN,CSM,cv5471,Killarney mall shopping centre,Shop 31,"60 Riviera Road,Killarney",Johannesburg,GAU,2193
KILLARNEY MALL TELKOM TSS,TELKOM,TSS,cv429,Killarney Mall,Shop 0121,51 Riviera Road,Killarney,GAU,2198
KIMPARK MTN MOW,MTN,URB,cv656,Kimpark Building,Shop 11,Corner Lennox and Chapel Street,Kimberley,NC,8301
KING SHAKA INTER AIRPORT MTN MOW,MTN,MOW,cv536,King Shaka International Airport,Shop AR4 Domestic Arrivals,La Mercy Road,Durban,KZN,
KNYSNA MTN CNW,MTN,CNW,cv464,WoodMill Lane,Shop 42,"Main Road Knysna Central,",Knysna,WC,
KNYSNA TELKOM TOW,TELKOM,TOW,cv584,WoodMill Lane Shopping Centre,Shop 26,39/40 Long Street,Knysna,WC,
KOLONNADE TELKOM BTR,TELKOM,BTR,cv5242,Kolonnade Shopping centre,Shop LG10,Corner Dr Van Der Merwe & Sefako Makgatho Drive,Montana Park,GAU,
KOLONNADE VODASHOP ALM,VODASHOP,ALM,cv193,Kolonnade shopping centre,Shop 57 A/B,Zambezi Road,"Montana, Pta",GAU,
KOLONNADE MALL MTN CNW,MTN,CNW,cv5250,Kolonnade Shopping Centre,Shop 26,Cnr Zambezi Drive and Dr Vd Merwe Street,"Montana,Pretoria",GAU,0159
KOMATIEPOORT JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5208,Shoprite Centre,Shop 3,Rissik Street,Komatiepoort,MP,
KRUGERSDORP JET TFG,JET.,THE FOSCHINI GROUP (TFG),cv5073,Morrania house,No 9,Monument street,Krugerdorp,GAU,1739
KWA DUKUZA MALL STANGER TELKOM TOW,TELKOM,TOW,CV5722,Kwa Dukuza Mall,Shop 38B,2 Elizabeth Street,Stanger,KZN,4450
KYALAMI TELKOM TSS,TELKOM,TSS,cv421,Kyalami Corner,Shop 70,R55 and Main Road,"Kyalami,Midrand",GAU,1684
KYALAMI CORNER MTN MOW,MTN,MOW,cv618,Kyalami Corner,Shop 53,Pitts Avenue and Main road,Kyalami,GAU,1658
LA LUCIA MTN MOW,MTN,MOW,cv637,La Lucia Mall,Shop 216,90 Klinhiam Campbell Drive,La Lucia,KZN,
LA LUCIA MALL MTN MC,MTN,MC,cv5253,La Lucia Mall,Shop 26,90 William Campbell Drive,La Lucia,KZN,
LA LUCIA MALL TELKOM BRV,TELKOM,BRAVO SAT,cv380,La Lucia Mall,Shop 19A,90 William Campbell Drive,La Lucia,KZN,
LADYSMITH JET TFG,JET,THE FOSCHINI GROUP (TFG),cv750,OK Centre,Shop 11 UPPER GROUND LEVEL,Murchinson & Lyell Street,Ladysmith,KZN,3370
LAKESIDE MALL TELKOM BTR,TELKOM,BTR,cv5103,Lakeside mall,Shop E 26A,Tom Jones Avenue,Benoni,GAU,
LAKESIDE MALL TELKOM TOW,TELKOM,TOW,cv447,Lakeside mall,Shop L61-L63,1 Tom Jones Street,Benoni,GAU,
LAKESIDE MALL VODACOM SCR,VODACOM,SCR,cv100,Lakesdide Mall,Shop U40,Tom Jones Street,Benoni,GAU,1501
LANGBERG MALL TELKOM TOW,TELKOM,TOW,cv591,Langeberg Mall,Shop 30,Louis Fourie Drive,Mosselbay,WC,
LANGEBERG MALL MTN CNW,MTN,CNW,cv457,Langeberg Mall,Shop 8,Louis Fourie & Depot Road,Mossel Bay,WC,
LEPHALALE MTN CNW,MTN,CNW,cv602,Lephalale Mall,Shop 5,Corner Nelson Mandela & Aalpesdorn Avenue,Onverwacht,LP,0557
LEPHALELE TELKOM TOW,TELKOM,TOW,cv5031,Lephalale Mall,Shop 26,"Nelson Mandela and, Chris Hani Ave",Lephalale,LP,
LETHLABILE JET TFG,JET,THE FOSCHINI GROUP (TFG),cv721,Letlhabile Mall,Shop 21,Osaletseng Road,"Letlhabile,Brits",NW,
LIBERTY MIDLANDS MALL SC MTN MOW,MTN,MOW,cv268,Liberty Midlands Mall,Shop 124/125,Sanctuary Road,"Chase Valley, Piermaritzburg",KZN,3201
LIBERTY MIDLANDS MALL TELKOM TOW,TELKOM,TOW,cv554,Liberty Midland Mall,Shop 55,50 Century Road,Pietermaritsburg,KZN,
LIBERTY PROMENADE MTN MOW,MTN,MOW,cv674,Liberty Promenade Shopping Centre,Shop 47/48,AZ Berman Drive,Mitchells Plain,WC,7798
LIBODE JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5221,Libode Plaza,Shop 7,Main Street,Libode,EC,
LICHTENBURG MTN CNW,MTN,CNW,cv5248,Lichtenburg Mall,Shop 28,"4 Nelson Mandela Drive, Kieserville",Lichtenburg,NW,2740
LIFESTYLE CENTRE TZANEEN MTN CSM,MTN,CSM,cv418,Tzaneen Lifestyle Centre,Shop 19,Danie Joubert Street,Tzaneen,LP,0850
LIMPOPO MALL MTN CNW,MTN,CNW,cv096,Limpopo Mall,Shop 11 A,Cnr Church & Rissik Street,Polokwane,LP,0699
LOCH LOGAN iSTORE COR,ISTORE,COR,cv489,Loch Logan Water Front Mall,Shop U 17,Corner Henry & 1st Avenue,Bloemfontein,FS,9301
LOCH LOGAN MALL TELKOM BTR,TELKOM,BTR,cv366,Loch Logan Mall,Shop F39,Henry Street,"Westdene,Bloemfontein",FS,9301
MACLEAR JET TFG,JET,TFG,cv744,Spar Complex,Shop 10,Van Riebeeck Street,Maclear,EC,
MAHWELERENG JET TFG,JET,THE FOSCHINI GROUP (TFG),cv733,Mahwelereng plaza,Shop 19-20,Duduma Street,Mahwelereng,LP,
MAKHADO MTN CSM,MTN,CSM,cv391,Makhado Crossing,Shop 27A,Cnr N1 & Sibasa Road,Makhado,LP,
MAKHADO VODACOM/ 4U ALM,VODACOM/ 4U,ALM,cv386,Makhado Crossing,Shop 37,cnr N1 & Sibasa Road,Makhado,LP,4920
MALELANE MTN CSM,MTN,CSM,cv219,Inkwazi Shopping Complex,Shop 13A,Corner Air & Impala Street,Malelane,MP,1331
MALL @ REDS MTN CNW,MTN,CNW,cv5446,Mall@Reds,Shop 30051,Cnr Hendrik Verwoerd & Rooihuiskraal,Roouhuiskraal,GAU,0149
MALL OF AFRICA iSTORE CORE,ISTORE,CORE,cv528,Mall Of Africa,Shop 2167 Level 5,Magwa Cresent,"Waterfall,Midrand",GAU,
MALL OF AFRICA 1225 MTN MOW,MTN,MOW,cv5122,Mall of Africa,Shop 1225,Magwo Cresent,"Waterfall City, Midrand",GAU,
MALL OF AFRICA TELKOM TOW,TELKOM,TOW,cv427,Mall Of Africa,Shop 1143,Magwa Cresent,"Waterfall,Midrand",GAU,1685
MALL OF AFRICA VODACOM ALM,VODACOM,ALM,cv151,Mall of Africa shopping centre,1210/1211,"Magawa crescent,","Waterfall City,Midrand",GAU,1682
MALL OF THE NORTH MTN CSM,MTN,CSM,cv381,Mall of the North,Shop L5,Corner R81 and N1,Polokwane,LP,
MALL OF THE NORTH TELKOM TOW,TELKOM,TOW,cv458,Mall Of The North,Shop L51,Modjadjiskloof Road,"Bendor,Polokwane",LP,
MALL OF THE NORTH VODACOM 4U,VODACOM,ALISOM,cv091,Mall Of The North,Shop L34,R81 & Bendor Road,Polokwane,LP,
MALL OF THE SOUTH MTN CNW,MTN,CNW,cv385,Mall Of The South,Shop F018,Cnr Klipriver Drive & Swartkoppies Road,Johannesburg South,GAU,0157
MALL OF THE SOUTH MTN CELLMATE,MTN,CELLMATE,cv628,"Mall of the South,",Shop F062,"Aspen Hills Nature Estate,",Johannesburg,GAU,
MALL OF THE SOUTH TELKOM TOW,TELKOM,TOW,cv461,Mall of the South,Shop G011,Corner Klipriver Drive & Swartkoppies Road,Aspen Hills,GAU,
MALL@CARNIVAL CHATZ HIC,CHATZ,HIC,cv373,Mall@Carnival,Shop 140,Corner Airport and Heidelberg Road,Dalpark Brakpan,GAU,
MALL@CARNIVAL MTN BLC,MTN,BLC,cv5489,Carnival Mall,Shop 86,Corner Airport & Heidelberg Road,"Dalpark, Brakpan",GAU,
MALL@CARNIVAL TELKOM TOW,TELKOM,TOW,cv438,Mall at Carnival,Shop 116,Corner Airport & Heidelberg Road,Brakpan,GAU,5141
MALL@CARNIVAL VODACOM 4U HIC,VODACOM,HIC,cv375,Mall at Carnival,Shop 25,Cnr Airport & Heidelberg Rd,"Dalpark, Brakpan",GAU,1541
MALL@REDS JET TFG,JET,TFG,cv5066,Mall@Reds Block 19 A&B South Eastern,Shop 15,Cnr Hendrick Verwoed & Rooishuiskraal Road,"WeirdaPark,Centurion",GAU,0157
MALL@REDS TELKOM TOW,TELKOM,TOW,cv452,Mall@Reds,Shop 17,Corner Rooihuiskraal and Hendrik Verwoerd,Centurion,GAU,
MALVERN DURBAN JET EDCON (Uninstalled),JET,EDCON,N/A,Malvern Centre,Shop 6A,Cnr Ridley Park & Old Main Road,Malvern,KZN,
MAMELODI CROSSING JET TFG,JET,TFG,cv5348,MAMELODI CROSSING,Shop D8,Cnr Stormvoel & Watloo Street,"Mamelodi, Pretoria",GAU,0122
MAMS MALL TELKOM TOW,TELKOM,TOW,cv5708,Mams Mall,Shop 91A,J Maluleka Street,"Mahube Valley , Pretoria",GAU,0122
MANKWENG JET TFG,JET,TFG,cv5165,Shoprite Development,Shop 5,University Road,"Mankweng, Polokwane",LP,
MAPONYA MALL 4U HIC,4U,HIC,cv171,Maponya Mall,Shop 128,Old Potchersstroom Road,"Pimville,Soweto",GAU,1809
MAPONYA MALL TELKOM TOW,TELKOM,TOW,cv497,Maponya Mall,Shop 308,Chris Hani Road,"Klipspruit,Soweto",GAU,
MARSHALLTOWN CBD TELKOM TOW,TELKOM,TOW,cv592,,Shop 21,Main Street,Marshalltown,GAU,2001
MASHINGITHA MALL GIYANI MTN CSM,MTN,CSM,cv404,Mashingitha mall,Shop 169,Malamulela Road,Giyani,LP,
MATLOSANA KLERKSDORP VODA TAS,VODA,TAS Cell Link,cv211,Matlosana Mall,Shop 56,Joe slovo Road,Klerksdorp,NW,
MATLOSANA MALL MTN CNW,MTN,CNW,cv5021,Matlosana Mall,Shop 31A,150 Joe Slovo Road,Klerksdorp,NW,2571
MATLOSANA MALL MTN MCC,MTN,MAFCOM CELLULAR COMMUNICATIONS,cv678,Matlosana Mall,Shop 66B,N12 street,Klerksdorp,NW,
MATLOSANA MALL TELKOM TOW,TELKOM,TOW,cv581,Matlosana Mall,Shop 117,151 Joe Slovo Drive,"Jouberton, Klerksdorp",NW,2574
MELROSE ARCH MTN CSM,MTN,CSM,cv156,Melrose Arch Shopping Centre,Shop H 35 B9,Corner Cresent Drive & Melrose Boulevard,Johannesburg,GAU,
MELROSE ARCH TELKOM BTR,TELKOM,BTR,cv747,Melrose Arch Mall,Shop H 38 G Upper Level,60 Athol Oaklands Roads & Melrose,"Melrose Arch , Johannesburg",GAU,2196
MELROSE ARCH VODACOM CC,VODACOM,CELLUCITY,cv5378,Melrose Boulevard,Shop SL12 +SL13,44 Waverley Road,Melrose,GAU,2090
MENLYN iSTORE CORE,ISTORE,CORE,cv419,Menlyn Shopping Centre,Shop G87,Corner Atterbury Road & Louis Avenue,Menlyn,GAU,0181
MENLYN TELKOM BTR,TELKOM,BTR,cv355,Menlyn Shopping Centre,Shop LG11,Corner Atterbury Road and Louis Avenue,"Menlo Park, Pretoria",GAU,
MENLYN VODA ALM,VODA,ALM,cv107,Menlyn Mall,Shop G204,Corner Lois & Atterbery Road,Menlyn,GAU,
MENLYN MAIN MTN CNW,MTN,CNW,cv269,Menlyn Maine Central Square,Shop 47,Cnr of Dallas & Aramist,Waterkloof Ext 3,GAU,
MENLYN MALL MTN MOW,MTN,MOW,cv238,Menlyn Mall Shopping Centre,Shop LG 7,Corner Atterbury & Lois Avenue,"Menlyn,Pretoria",GAU,
MENLYN PARK MTN CNW,MTN,CNW,cv094,Menlyn Shopping Centre,Shop G196,Cnr Loise and Atterbury Road,Menlyn Park,GAU,
MENLYN SHOPPING CENTRE TELKOM TOW,TELKOM,TOW,cv435,"Menlyn Shopping Centre,Ground Floor",Shop G199,1 Atterbury Drive,Menlyn,GAU,0181
MENLYN SUPERSTORE VODACOM ALM,VODACOM,ALM,cv293,Menlyn Shopping Centre,Shop LF 45/46,Cnr Lois & Atterbury Road,"Menlyn,Pta",GAU,
METLIFE MTN CNW,MTN,CNW,cv540,Metlife Plaza,Shop 25,Cnr Samantha Way & Kabega Road,"Kabega Park, Port Elizabeth",EC,
METZ-MAHLAKUNG JET TFG,JET,TFG,cv751,Metz-Mahlakung,Shop 15,Morupu Mmola Street,"Sekororo,Tzaneen",LP,4920
MEYERTON JET TFG,JET,TFG,cv717,,Shop 29,Loch street,Meyerton CBD,GAU,
MIDDELBURG Telkom TOW,TELKOM,TOW,cv466,Middelburg Mall,Shop 10,Corner Mandela & Samora Magel Road,Middelburg,GAU,
MIDDELBURG MALL VODACOM HIC,VODACOM,HIC,cv184,Middelburg Mall,Shop 91 A,Samora Machel Street,"Aerorand, Middelburg",MP,1055
LIBERTY MIDLANDS MALL TELKOM BRV,TELKOM,BRV,cv362,Midlands Liberty Mall,Shop 102,50 Sanctuary Road,Pitermaritsburg,KZN,
MILNERTON TELKOM TOW,TELKOM,TOW,cv5291,Centre Point Shopping Centre,Shop GF20,Loxton Road,Milnerton,WC,
MIMOSA MALL MTN MOW,MTN,MOW,cv397,Mimosa Mall,Shop U56,Kellner Road,Bloemfontein,FS,
MITCHELLS PLAIN TELKOM TOW,TELKOM,TOW,cv505,The Promenade Mall,Shop 104,AZ Berman Drive,Mitchells Plain,WC,7785
MITCHELLS PLAIN JET TFG,JET,TFG,cv5160,OK Mall,Shop 19,Cnr Symphony Walk,Mitchells Plain,WC,
MODI MALL VODACOM NLS,VODACOM,NLS,cv402,Modi Mall,Shop 21,Thabo Mbeki & River Road,Modimolle,LP,
MOKOPANE MALL MTN CNW,MTN,CNW,cv425,Mokopane Mall,Shop 24,Thabo Mbeki Drive,Mokopane,LP,0601
MOKOPANE MALL TOW TELKOM,TELKOM,TOW,cv579,The Crossing Mall,Shop 35A,56 Thabo Mbeki Drive,Mokopane,LP,
MOKOPANE MALL VODACOM NLS,VODACOM,NLS,CV401,Mokopane Mall,Shop 14,Thabo Mbeki Str,Mokopane,LP,0600
MONUMENT PARK VODACOM NLS,VODACOM,NLS,cv393,Monument Park,Shop 40,73 Skulpad Street,Pretoria,GAU,
MOOIRIVIER POTCH VODACOM HIC,VODACOM,HIC,cv182,,Shop 47,Cnr of Nelson Mandela Drive and Thabo Mbeki,Potchefstroom,NW,
MOOKGOPHONG JET EDCON,JET,TFG,cv735,Windmill,Shop 27,Thabo Mbeki Street,Mookgophong,LP,
MORNINGSIDE MTN MOW,MTN,MOW,cv5022,,,495 Rivonia Road,Sandton,GAU,2057
MOUNT AYLIFF JET EDCON,JET,TFG,cv732,Shoprite Centre,5A,Ntsizwa Street,Mount Ayliff,EC,
MOUNT FLETCHER JET TFG,JET,EDCON,cv722,Mount Fletcher Square,Shop 242,Main Street,Mount Fletcher,EC,4770
MOUNTAIN MILL WORCESTER MTN URB,MTN,URB,cv664,Mountain Mill Mall,Shop 98,West Lake Road,Worcester,WC,
MOUNTAIN MILL WORCESTER TELKOM TOW,TELKOM,TOW,cv607,Mountain Mill Mall,Shop 110,Mountain Mill Drive,Worcester,WC,
MTHATHA PLAZA MTN NTLESCO,MTN,NTLESCO TRADING,cv655,Mthatha Plaza,Shop 15,Nelson Mandela Drive,Mthatha,EC,
MUSGRAVE MTN MOW,MTN,MOW,cv578,Musgrave Centre,Shop 309,115 Musgrave Road,Morningside Durban,KZN,4001
MUSGRAVE TELKOM TOW,TELKOM,TOW,cv486,Musgrave Centre,Shop 118/119,115 Musgrave Road,Musgrave,KZN,
MUSGRAVE CENTRE MTN CONNECT,MTN,TEST,cv283,Musgrave Centre,Shop 117,115 Musgrave Road,Morningside,KZN,
MUTUAL PARK MTN MOW,MTN,MOW,cv663,,,03 Jan Smuts Drive,"Mutualpark, Pinelands",WC,
N1 CITY MTN SDR,MTN,SADAR,cv657,N1 City Mall,Shop 143,Lowtjie Rothman Drive,Northam,WC,
N1 CITY TELKOM TOW,TELKOM,TOW,cv316,Ground Floor N1 City Mall,Shop 140,Louwtjie Rothman Street,"Goodwood, Cape Town",WC,7460
NEBO MORATIWA JET TFG,JET.,TFG,cv5227,Moratiwa Crossing Shopping Centre,Shop 20,Main Road,"Monsterlus,Nebo",LP,1088
NEDBANK SANDTON MTN MOW,MTN,MOW,cv617,Nedbank Campus,Shop 135,Coener Rivonia and Maude Street,Sandton,GAU,
NELSPRUIT CROSSING MTN CSM,MTN,CSM,cv5454,Nelspruit Crossing Centre,Shop 2B,cnr Madiba & Samora Machel Drive,Nelspruit,MP,1200
NEW SPRINGS MALL VODA HIC,VODA,HIC,cv206,New Springs Mall,Shop L59,Wit Road,Springs,GAU,1559
NEW SPRINGS MALL MTN CNW,MTN,CNW,cv077,Springs Mall,Shop L41,Corner wit & Jan smuts road,Casseldale Ext 5,GAU,1559
NEWCASTLE TELKOM TOW,TELKOM,TOW,cv582,Newcastle Mall,Shop 46,Corner Ladysmith and Oak Road,Newcastle,KZN,2940
NEWMARKET MALL MTN CLX,MTN,CLX,cv110,New Market mall,45,Swartkopies rd crn Heidelberg,Alberton,GAU,1449
NGEBS MALL TELKOM MOT,TELKOM,MOT,cv5361,Ngebs Mall,Shop 44,33 Errol Springs Avenue,Vulindlela Heights Mthatha,EC,
NICOLWAY 4U SCR,4U,SCR,cv143,Nicolway Mall,Shop L35,William Nicol Drive & Wedgewoodlink Road,"Bryanston, Sandton",GAU,2191
NICOLWAY TELKOM BTR,TELKOM,BTR,cv382,Nicolway Mall,Shop L41,Corner William Nicole Drive & Wedgewood Link,Bryanston,GAU,2012
NIGEL JET TFG,JET,TFG,cv5110,Nigel CBD,Shop 31,Hendrik Verwoerd Street,Nigel,GAU,1490
NORTH CAPE MALL VODA CT,VODA,CALANDRA TRADING,cv313,North Cape Mall,Shop 21,Memorial Road,"Royledene,Kimberly",NC,8301
NORTHGATE TELKOM TOW,TELKOM,TOW,cv469,Northgate Mall,Shop 48,Corner Northumberland Rd & Slievenhout Avenue,"North ridding,Randburg",GAU,
NORTHGATE VODACOM ALM,VODACOM,ALM,cv060,Northgate Shopping Centre,"Shop no G6, Entrance 8",c/o Northumberland and Olievenhout Street,North riding,GAU,2188
NORTHGATE MALL TELKOM BTR,TELKOM,BTR,cv351,Northgate Mall,Shop 273A,Corner Northumberland Road & Olievenhout Avenue,Northriding,GAU,
NORTHRIDGE MALL MTN MOW,MTN,MOW,cv5224,Northridge Mall,Shop 15,Kenneth Kaunda Road,Bloemfontein,FS,
NORWOOD Telkom MTV,TELKOM,MTV,cv494,Norwood Mall,Shop 18,3 Sarie Marias Street,"Norwood,Johannesburg",GAU,2192
NORWOOD VODACOM HIC,VODACOM,HIC,cv188,Norwood Mall,Shop 31-32,Grant Avenue,Johannesburg,GAU,
NORWOOD MALL MTN CNW,MTN,CNW,cv305,Norwood Mall,Shop 52A,Cnr African & Hamlin Road,Norwood,GAU,
NQAMAKWE JET TFG,JET,TFG,cv5218,U-Save Building,,Main Road,Nqamakwe,EC,4990
OAKFIELDS MTN BLC,MTN,BLC,cv5391,Oakfield Shopping Centre,Shop 35,Oak Street,Northmead Benoni,GAU,1501
ODENDAALRUS JET TFG,Jet,THE FOSCHINI GROUP (TFG),cv5223,,Shop 1,85 Gamble Building Odendaal Street,Odendaal,FS,
OLD MUTUAL PINELANDS TELKOM TOW,TELKOM,TOW,cv603,Old mutual head office Building,Shop 25,Jan Smuts Drive,Pinelands,WC,
OVERPORT MTN MC,MTN,MC,cv5268,The Atrium Mall,Shop 17b,430 Peter Mokaba Road,Overport,KZN,
OVERPORT Telkom TOW,TELKOM,TOW,cv493,The Atrium,Shop 29A,430 Peter Mokaba Road,Overport,KZN,
PAARL MTN URB,MTN,URB,cv670,Paarl Mall,Shop 27,Cecelia Street,Paarl,WC,
PADDOCK VODACOM CC,VODACOM,CELLUCITY,cv712,The Paddocks Shopping centre,Shop 28,Racecourse Road,Milnerton Ridge,WC,
PAULPIETERSBURG JET TFG,JET,TFG,cv749,Shoprite Centre,Shop 7 & 8,37 Church Street,Paulpietersburg,KZN,
PAVILLION iSTORE CORE,ISTORE,CORE,cv517,Pavilion Shopping Centre,Shop 151,Jack Mortens Drive,"Westville, Durban",KZN,3611
PAVILION MALL MTN MOW,MTN,MOW,cv560,Pavilion Mall,Shop 320 & 321,Jack Martens drive,Durban,KZN,
PAVILLION TELKOM BRV,TELKOM,BRV,cv508,Pavilion Mall,"Shop 261,Upper Level",Jack Martens,Westville,KZN,3629
PAVILLION TELKOM TOW,TELKOM,TOW,cv261,Pavilion Mall,Shop 175/176B,Jack Martens Drive,"Westville, Durban",KZN,3630
PEDDIE JET TFG,JET,TFG,cv5213,Peddie Plaza,Shop 6,Bridge Street,Peddie,EC,5640
PHAHLADIRA JET TFG,JET,TFG,cv5178,Phahladira Mall,Shop 19,R518 Cnr Marken & Seleka Road,"Shongoane,Lephalale",LP,
PHALABORWA JET TFG,JET,TFG,cv5185,,Shop 17,Palm Street,Phalaborwa,LP,
PHALABORWA BUILDING MTN CSM,MTN,CSM,cv406,Phalaborwa Building,Shop 2,Cnr President Nelson Mandela and Palm Avenue,Phalaborwa,LP,1392
PHILLIPI DUNNS STH,DUNNS,STH,cv482,Shoprite Centre,Shop 14,cnr Eisleben & Lansdown Street,Phillipi,WC,7785
PHILLIPI JET TFG,JET,TFG,cv5167,,Shop 10,Cnr 15th Avenue & Old Strandfontein Road,Phillipi,EC,
PHOENIX MTN MC,MTN,MC,cv5269,Phoenix Plaza,Shop 92,19 Parthenon Street,Phoenix,KZN,
PHOENIX TELKOM TOW,TELKOM,TOW,cv474,Phoenix Plaza,Shop 14,19 Pathonon Street,Phoenix,KZN,4068
PHOKENG MALL BAFOKENG JET TFG,JET,TFG,cv5181,Phokeng Mall,Shop 28A,Rammopo Road,"Phokeng, Rustenburg",NW,0335
PHUMLANI MALL CLAYVILLE MTN WRS,MTN,WRS,cv615,Phumulani Mall,Shop 22,Olifantsfontein Road,Clayville,GAU,
PIETERMARITZBURG CBD MTN MC,MTN,MC,cv5270,Fedesure House,Shop 2,140 Commercial Road,Pietermaritzburg CBD,KZN,
PINECREST CENTRE MTN CID,MTN,COOL IDEAS,CV5699,Salam Centre,Shop 326,17 kings Road,"Pinetown, Durban",KZN,3610
PINETOWN JET TFG,JET,TFG,cv5750,,,18B Hill Street,"Pinetown,Durban",KZN,3610
POTCHEFSTROOM TELKOM TOW,TELKOM,TOW,cv577,Mooirivier Mall,Shop 74,Cnr Nelson Mandela & Govin Mbeki Road,Potchefstroom,NW,
PREPAID MDANTSANE TELKOM TOW,TELKOM,TOW,cv5322,City Shopping Centre,Shop 36,"Cnr Billie Rd &, Qumza Hwy,",Mdantsane,EC,5219
